#datum;m_txx;m_txxd;m_txa;m_dtx0;m_dtx25;m_dtx30;m_dtx35
1941-03;19.7;1941-03-27;11.9;0;0;0;0
1941-04;26.1;1941-04-05;15.8;0;2;0;0
1941-05;26.8;1941-05-28;18.8;0;1;0;0
1941-06;31.5;1941-06-26;24.4;0;14;2;0
1941-07;33.0;1941-07-14;26.0;0;18;5;0
1941-08;33.0;1941-08-17;26.3;0;20;6;0
1941-09;27.4;1941-09-06;20.3;0;4;0;0
1941-10;26.8;1941-10-06;15.6;0;3;0;0
1941-11;12.0;1941-11-19;5.4;3;0;0;0
1941-12;13.5;1941-12-15;4.5;5;0;0;0
1942-01;7.3;1942-01-06;-4.9;26;0;0;0
1942-02;9.4;1942-02-25;0.6;16;0;0;0
1942-03;19.8;1942-03-26;7.5;2;0;0;0
1942-04;23.4;1942-04-21;14.0;0;0;0;0
1942-05;31.6;1942-05-29;22.1;0;8;1;0
1942-06;32.4;1942-06-12;25.7;0;16;7;0
1942-07;34.2;1942-07-11;27.9;0;25;8;0
1942-08;33.8;1942-08-31;28.0;0;24;13;0
1942-09;33.0;1942-09-01;28.5;0;27;11;0
1942-10;29.4;1942-10-02;20.4;0;8;0;0
1942-11;21.6;1942-11-06;8.2;0;0;0;0
1942-12;14.0;1942-12-19;5.7;3;0;0;0
1943-01;9.2;1943-01-23;0.4;13;0;0;0
1943-02;18.4;1943-02-24;9.3;0;0;0;0
1943-03;20.0;1943-03-28;12.8;0;0;0;0
1943-04;29.0;1943-04-24;19.2;0;7;0;0
1943-05;26.0;1943-05-24;20.6;0;1;0;0
1943-06;29.2;1943-06-23;23.4;0;6;0;0
1943-07;33.2;1943-07-20;27.2;0;25;8;0
1943-08;36.9;1943-08-21;30.5;0;28;18;3
1943-09;33.4;1943-09-20;26.0;0;19;5;0
1943-10;26.4;1943-10-02;19.7;0;3;0;0
1943-11;14.2;1943-11-01;8.1;0;0;0;0
1943-12;11.8;1943-12-08;4.6;3;0;0;0
1944-01;14.3;1944-01-28;6.1;1;0;0;0
1944-02;15.0;1944-02-02;3.2;9;0;0;0
1944-03;12.5;1944-03-19;7.2;0;0;0;0
1944-04;25.5;1944-04-17;18.0;0;1;0;0
1944-05;30.0;1944-05-31;20.8;0;4;1;0
1944-06;30.0;1944-06-01;25.3;0;19;2;0
1944-07;34.0;1944-07-22;27.7;0;27;10;0
1944-08;34.3;1944-08-31;29.2;0;27;17;0
1944-09;33.5;1944-09-02;23.6;0;10;6;0
1944-10;26.0;1944-10-08;17.4;0;1;0;0
1944-11;16.2;1944-11-01;9.4;0;0;0;0
1944-12;10.2;1944-12-08;2.1;12;0;0;0
1945-01;2.8;1945-01-11;-1.6;22;0;0;0
1945-02;13.0;1945-02-28;5.5;0;0;0;0
1945-03;22.5;1945-03-26;12.8;0;0;0;0
1945-04;24.5;1945-04-03;18.3;0;0;0;0
1945-05;32.2;1945-05-14;26.2;0;20;10;0
1945-06;35.0;1945-06-22;27.9;0;25;12;1
1945-07;37.0;1945-07-27;29.2;0;27;14;3
1945-08;35.0;1945-08-09;28.2;0;24;9;2
1945-09;30.0;1945-09-19;23.6;0;16;1;0
1945-10;23.0;1945-10-30;16.6;0;0;0;0
1945-11;21.0;1945-11-01;7.9;0;0;0;0
1945-12;10.5;1945-12-21;4.9;5;0;0;0
1946-01;13.0;1946-01-12;0.2;20;0;0;0
1946-02;17.4;1946-02-28;7.6;0;0;0;0
1946-03;20.6;1946-03-31;12.8;0;0;0;0
1946-04;28.6;1946-04-30;21.1;0;5;0;0
1946-05;29.6;1946-05-13;25.7;0;21;0;0
1946-06;33.8;1946-06-09;27.6;0;24;8;0
1946-07;36.7;1946-07-28;30.4;0;31;18;4
1946-08;39.2;1946-08-18;31.7;0;26;22;11
1946-09;33.6;1946-09-06;26.5;0;19;5;0
1946-10;24.4;1946-10-02;13.2;0;0;0;0
1946-11;17.5;1946-11-21;9.1;0;0;0;0
1946-12;10.2;1946-12-02;1.5;15;0;0;0
1947-01;5.4;1947-01-16;-3.4;21;0;0;0
1947-02;10.4;1947-02-23;0.9;13;0;0;0
1947-03;24.2;1947-03-29;12.8;0;0;0;0
1947-04;29.9;1947-04-28;20.4;0;7;0;0
1947-05;27.5;1947-05-12;23.2;0;13;0;0
1947-06;34.2;1947-06-04;26.7;0;19;8;0
1947-07;35.7;1947-07-30;29.5;0;27;13;2
1947-08;39.6;1947-08-05;28.9;0;25;13;3
1947-09;34.1;1947-09-14;29.0;0;25;12;0
1947-10;27.2;1947-10-07;16.5;0;4;0;0
1947-11;20.1;1947-11-13;11.3;0;0;0;0
1947-12;14.7;1947-12-29;5.8;5;0;0;0
1948-01;13.9;1948-01-13;9.0;1;0;0;0
1948-02;12.4;1948-02-03;4.8;7;0;0;0
1948-03;22.7;1948-03-22;13.6;0;0;0;0
1948-04;26.0;1948-04-22;18.3;0;2;0;0
1948-05;30.7;1948-05-13;24.1;0;15;2;0
1948-06;32.0;1948-06-19;24.0;0;14;3;0
1948-07;33.7;1948-07-25;26.2;0;16;9;0
1948-08;36.2;1948-08-10;28.0;0;21;12;2
1948-09;31.9;1948-09-05;25.0;0;18;2;0
1948-10;25.7;1948-10-04;18.4;0;2;0;0
1948-11;17.0;1948-11-04;7.9;1;0;0;0
1948-12;8.3;1948-12-02;0.5;15;0;0;0
1949-01;14.7;1949-01-04;6.3;0;0;0;0
1949-02;15.9;1949-02-27;8.7;2;0;0;0
1949-03;20.0;1949-03-28;8.9;1;0;0;0
1949-04;27.8;1949-04-25;20.2;0;4;0;0
1949-05;31.3;1949-05-05;22.7;0;10;3;0
1949-06;31.1;1949-06-09;22.7;0;8;2;0
1949-07;36.3;1949-07-29;27.4;0;23;11;1
1949-08;35.4;1949-08-01;27.0;0;20;13;1
1949-09;33.0;1949-09-02;25.8;0;15;3;0
1949-10;25.5;1949-10-01;18.9;0;2;0;0
1949-11;18.9;1949-11-21;10.8;0;0;0;0
1949-12;14.1;1949-12-09;6.5;1;0;0;0
1950-01;9.4;1950-01-09;0.6;16;0;0;0
1950-02;15.3;1950-02-14;6.9;5;0;0;0
1950-03;19.7;1950-03-17;12.9;0;0;0;0
1950-04;27.2;1950-04-21;17.7;0;2;0;0
1950-05;33.8;1950-05-26;24.4;0;14;4;0
1950-06;38.9;1950-06-30;28.5;0;25;11;1
1950-07;41.3;1950-07-05;30.9;0;28;17;7
1950-08;38.3;1950-08-26;30.4;0;28;15;5
1950-09;32.6;1950-09-15;23.5;0;10;3;0
1950-10;20.6;1950-10-10;14.7;0;0;0;0
1950-11;16.0;1950-11-12;10.8;0;0;0;0
1950-12;12.6;1950-12-03;6.7;0;0;0;0
1951-01;14.8;1951-01-12;6.5;0;0;0;0
1951-02;15.3;1951-02-13;9.4;0;0;0;0
1951-03;19.8;1951-03-18;11.1;0;0;0;0
1951-04;22.7;1951-04-26;17.1;0;0;0;0
1951-05;29.5;1951-05-27;21.5;0;7;0;0
1951-06;31.7;1951-06-18;25.1;0;12;4;0
1951-07;33.6;1951-07-16;26.7;0;19;6;0
1951-08;33.7;1951-08-09;28.2;0;26;8;0
1951-09;30.7;1951-09-06;24.5;0;17;5;0
1951-10;21.4;1951-10-01;15.6;0;0;0;0
1951-11;22.6;1951-11-12;13.7;0;0;0;0
1951-12;14.0;1951-12-06;6.5;3;0;0;0
1952-01;8.8;1952-01-16;4.3;2;0;0;0
1952-02;13.3;1952-02-12;4.7;1;0;0;0
1952-03;21.4;1952-03-30;9.6;3;0;0;0
1952-04;27.2;1952-04-23;21.5;0;10;0;0
1952-05;28.9;1952-05-11;21.3;0;12;0;0
1952-06;31.6;1952-06-19;26.2;0;18;5;0
1952-07;35.8;1952-07-15;31.0;0;30;20;4
1952-08;38.6;1952-08-14;31.4;0;27;20;8
1952-09;33.2;1952-09-06;22.0;0;7;1;0
1952-10;27.1;1952-10-01;16.9;0;1;0;0
1952-11;16.2;1952-11-28;8.5;0;0;0;0
1952-12;13.2;1952-12-01;3.7;4;0;0;0
1953-01;12.8;1953-01-01;3.5;6;0;0;0
1953-02;13.2;1953-02-23;5.6;3;0;0;0
1953-03;22.3;1953-03-30;12.6;0;0;0;0
1953-04;25.2;1953-04-05;18.2;0;1;0;0
1953-05;30.6;1953-05-25;20.6;0;7;1;0
1953-06;30.5;1953-06-24;25.0;0;18;1;0
1953-07;33.5;1953-07-27;28.6;0;28;11;0
1953-08;32.5;1953-08-21;26.1;0;21;4;0
1953-09;30.6;1953-09-03;25.0;0;17;3;0
1953-10;29.3;1953-10-16;19.7;0;7;0;0
1953-11;15.6;1953-11-30;9.1;0;0;0;0
1953-12;16.3;1953-12-01;4.8;6;0;0;0
1954-01;9.0;1954-01-17;-1.8;21;0;0;0
1954-02;13.3;1954-02-28;-1.1;17;0;0;0
1954-03;18.7;1954-03-26;11.6;0;0;0;0
1954-04;21.7;1954-04-01;14.0;0;0;0;0
1954-05;27.2;1954-05-27;20.8;0;6;0;0
1954-06;30.3;1954-06-27;26.3;0;23;2;0
1954-07;31.7;1954-07-27;25.5;0;17;4;0
1954-08;35.3;1954-08-22;27.4;0;21;7;2
1954-09;30.6;1954-09-15;24.9;0;20;2;0
1954-10;25.2;1954-10-19;17.0;0;1;0;0
1954-11;19.3;1954-11-09;8.8;1;0;0;0
1954-12;15.9;1954-12-01;7.5;0;0;0;0
1955-01;13.7;1955-01-12;3.4;6;0;0;0
1955-02;18.2;1955-02-18;7.1;1;0;0;0
1955-03;24.2;1955-03-26;8.4;1;0;0;0
1955-04;25.6;1955-04-30;13.9;0;1;0;0
1955-05;28.2;1955-05-02;21.4;0;7;0;0
1955-06;31.2;1955-06-20;24.4;0;15;2;0
1955-07;32.1;1955-07-03;25.3;0;16;3;0
1955-08;28.4;1955-08-24;24.7;0;18;0;0
1955-09;29.2;1955-09-09;23.0;0;11;0;0
1955-10;22.3;1955-10-05;16.5;0;0;0;0
1955-11;14.6;1955-11-10;8.1;0;0;0;0
1955-12;14.3;1955-12-16;7.1;0;0;0;0
1956-01;15.2;1956-01-22;6.5;3;0;0;0
1956-02;6.3;1956-02-29;-3.8;23;0;0;0
1956-03;17.9;1956-03-30;6.0;2;0;0;0
1956-04;26.2;1956-04-17;16.6;0;1;0;0
1956-05;26.4;1956-05-31;21.0;0;7;0;0
1956-06;29.8;1956-06-12;24.0;0;11;0;0
1956-07;32.3;1956-07-30;26.3;0;19;2;0
1956-08;34.5;1956-08-28;27.2;0;21;6;0
1956-09;32.3;1956-09-02;24.2;0;12;2;0
1956-10;26.3;1956-10-02;17.1;0;3;0;0
1956-11;10.4;1956-11-13;4.8;6;0;0;0
1956-12;11.7;1956-12-16;2.3;9;0;0;0
1957-01;9.2;1957-01-10;0.6;12;0;0;0
1957-02;15.2;1957-02-18;8.6;0;0;0;0
1957-03;21.9;1957-03-20;12.9;0;0;0;0
1957-04;25.2;1957-04-29;15.7;0;1;0;0
1957-05;24.2;1957-05-19;17.2;0;0;0;0
1957-06;33.8;1957-06-24;27.0;0;22;6;0
1957-07;36.9;1957-07-08;27.8;0;21;10;4
1957-08;35.8;1957-08-12;25.5;0;15;7;2
1957-09;27.1;1957-09-09;21.3;0;8;0;0
1957-10;23.4;1957-10-19;15.4;0;0;0;0
1957-11;18.4;1957-11-01;9.7;0;0;0;0
1957-12;16.3;1957-12-13;3.1;10;0;0;0
1958-01;10.8;1958-01-20;1.3;14;0;0;0
1958-02;17.6;1958-02-15;8.7;3;0;0;0
1958-03;18.3;1958-03-29;5.6;3;0;0;0
1958-04;20.9;1958-04-27;13.3;0;0;0;0
1958-05;32.2;1958-05-27;25.2;0;16;4;0
1958-06;29.4;1958-06-03;23.2;0;9;0;0
1958-07;34.4;1958-07-16;27.4;0;22;7;0
1958-08;34.3;1958-08-02;27.6;0;22;8;0
1958-09;29.3;1958-09-08;23.2;0;10;0;0
1958-10;24.6;1958-10-11;16.1;0;0;0;0
1958-11;15.3;1958-11-12;7.9;0;0;0;0
1958-12;16.2;1958-12-17;7.4;4;0;0;0
1959-01;10.7;1959-01-01;2.9;7;0;0;0
1959-02;14.8;1959-02-27;3.2;10;0;0;0
1959-03;21.3;1959-03-24;13.5;0;0;0;0
1959-04;22.4;1959-04-16;16.1;0;0;0;0
1959-05;26.7;1959-05-21;20.0;0;1;0;0
1959-06;28.2;1959-06-20;22.7;0;12;0;0
1959-07;32.7;1959-07-12;26.3;0;20;5;0
1959-08;29.7;1959-08-25;24.0;0;12;0;0
1959-09;25.0;1959-09-22;20.5;0;1;0;0
1959-10;22.3;1959-10-28;16.2;0;0;0;0
1959-11;13.1;1959-11-19;8.2;0;0;0;0
1959-12;13.7;1959-12-03;6.6;0;0;0;0
1960-01;9.4;1960-01-29;0.9;13;0;0;0
1960-02;18.7;1960-02-29;4.6;10;0;0;0
1960-03;18.2;1960-03-16;10.1;2;0;0;0
1960-04;21.6;1960-04-08;14.7;0;0;0;0
1960-05;28.7;1960-05-17;18.6;0;3;0;0
1960-06;28.2;1960-06-10;24.9;0;19;0;0
1960-07;33.3;1960-07-20;24.4;0;14;3;0
1960-08;31.8;1960-08-27;25.9;0;18;3;0
1960-09;28.3;1960-09-05;20.0;0;5;0;0
1960-10;23.2;1960-10-06;17.4;0;0;0;0
1960-11;19.9;1960-11-05;10.7;0;0;0;0
1960-12;15.2;1960-12-05;7.3;1;0;0;0
1961-01;10.8;1961-01-03;2.1;11;0;0;0
1961-02;12.8;1961-02-19;6.8;1;0;0;0
1961-03;21.7;1961-03-18;14.2;0;0;0;0
1961-04;26.9;1961-04-08;19.3;0;4;0;0
1961-05;25.6;1961-05-28;18.7;0;1;0;0
1961-06;31.7;1961-06-27;24.7;0;13;2;0
1961-07;31.0;1961-07-13;25.5;0;17;4;0
1961-08;35.3;1961-08-11;26.8;0;21;7;1
1961-09;32.2;1961-09-19;25.8;0;21;2;0
1961-10;25.7;1961-10-01;18.7;0;1;0;0
1961-11;17.3;1961-11-27;10.0;0;0;0;0
1961-12;15.9;1961-12-04;2.8;13;0;0;0
1962-01;10.9;1962-01-22;3.5;9;0;0;0
1962-02;10.9;1962-02-13;2.7;6;0;0;0
1962-03;18.0;1962-03-05;4.8;6;0;0;0
1962-04;25.8;1962-04-26;17.0;0;2;0;0
1962-05;27.3;1962-05-09;20.7;0;3;0;0
1962-06;32.5;1962-06-24;22.5;0;12;3;0
1962-07;31.2;1962-07-27;24.1;0;13;2;0
1962-08;33.2;1962-08-15;28.1;0;25;8;0
1962-09;30.8;1962-09-07;21.6;0;9;4;0
1962-10;24.4;1962-10-02;17.7;0;0;0;0
1962-11;14.4;1962-11-07;7.9;5;0;0;0
1962-12;7.4;1962-12-16;-0.3;16;0;0;0
1963-01;8.3;1963-01-06;-4.6;24;0;0;0
1963-02;2.8;1963-02-21;-2.1;17;0;0;0
1963-03;18.1;1963-03-12;7.8;3;0;0;0
1963-04;23.8;1963-04-24;16.7;0;0;0;0
1963-05;27.0;1963-05-27;21.4;0;4;0;0
1963-06;34.3;1963-06-28;25.9;0;15;7;0
1963-07;32.9;1963-07-01;28.1;0;26;10;0
1963-08;33.2;1963-08-07;26.8;0;25;7;0
1963-09;27.6;1963-09-20;22.5;0;7;0;0
1963-10;25.2;1963-10-03;15.7;0;1;0;0
1963-11;24.4;1963-11-16;15.2;0;0;0;0
1963-12;3.4;1963-12-01;-2.0;19;0;0;0
1964-01;2.6;1964-01-24;-3.6;22;0;0;0
1964-02;8.6;1964-02-18;2.7;7;0;0;0
1964-03;18.3;1964-03-30;5.9;6;0;0;0
1964-04;23.4;1964-04-20;16.3;0;0;0;0
1964-05;25.6;1964-05-14;19.7;0;1;0;0
1964-06;30.8;1964-06-22;26.7;0;25;1;0
1964-07;32.2;1964-07-22;25.9;0;23;4;0
1964-08;29.6;1964-08-29;24.6;0;17;0;0
1964-09;28.3;1964-09-16;21.1;0;6;0;0
1964-10;21.8;1964-10-12;15.5;0;0;0;0
1964-11;13.8;1964-11-29;9.6;0;0;0;0
1964-12;7.4;1964-12-01;2.0;8;0;0;0
1965-01;12.0;1965-01-31;2.1;6;0;0;0
1965-02;10.4;1965-02-01;0.7;13;0;0;0
1965-03;17.1;1965-03-16;10.6;0;0;0;0
1965-04;20.3;1965-04-05;13.4;0;0;0;0
1965-05;28.2;1965-05-19;18.3;0;2;0;0
1965-06;32.2;1965-06-27;23.7;0;12;5;0
1965-07;31.3;1965-07-15;25.9;0;20;3;0
1965-08;30.9;1965-08-09;24.4;0;14;3;0
1965-09;28.8;1965-09-03;22.4;0;4;0;0
1965-10;26.7;1965-10-02;16.9;0;2;0;0
1965-11;20.4;1965-11-02;6.5;5;0;0;0
1965-12;13.9;1965-12-21;6.1;1;0;0;0
1966-01;8.0;1966-01-02;-1.5;22;0;0;0
1966-02;19.7;1966-02-22;12.0;0;0;0;0
1966-03;15.8;1966-03-28;9.8;0;0;0;0
1966-04;24.0;1966-04-26;18.0;0;0;0;0
1966-05;26.5;1966-05-04;21.1;0;6;0;0
1966-06;29.5;1966-06-18;24.2;0;14;0;0
1966-07;30.3;1966-07-14;24.8;0;15;2;0
1966-08;30.6;1966-08-15;24.9;0;18;2;0
1966-09;29.4;1966-09-13;23.1;0;9;0;0
1966-10;26.7;1966-10-12;21.1;0;7;0;0
1966-11;17.5;1966-11-05;7.0;1;0;0;0
1966-12;8.9;1966-12-19;3.8;1;0;0;0
1967-01;9.4;1967-01-30;0.7;12;0;0;0
1967-02;17.4;1967-02-27;6.5;2;0;0;0
1967-03;19.4;1967-03-10;11.9;0;0;0;0
1967-04;23.0;1967-04-09;15.0;0;0;0;0
1967-05;27.2;1967-05-15;21.2;0;1;0;0
1967-06;31.3;1967-06-27;23.2;0;10;3;0
1967-07;31.6;1967-07-23;27.8;0;26;6;0
1967-08;33.3;1967-08-05;27.0;0;23;8;0
1967-09;29.7;1967-09-04;23.6;0;13;0;0
1967-10;24.8;1967-10-11;19.4;0;0;0;0
1967-11;19.3;1967-11-16;10.2;0;0;0;0
1967-12;11.6;1967-12-24;2.5;9;0;0;0
1968-01;9.8;1968-01-31;1.2;10;0;0;0
1968-02;17.4;1968-02-23;7.1;0;0;0;0
1968-03;22.8;1968-03-31;11.7;0;0;0;0
1968-04;27.6;1968-04-24;19.3;0;4;0;0
1968-05;32.9;1968-05-12;22.5;0;7;1;0
1968-06;31.9;1968-06-29;25.4;0;18;4;0
1968-07;37.8;1968-07-11;26.8;0;19;10;1
1968-08;27.7;1968-08-17;23.9;0;8;0;0
1968-09;27.2;1968-09-16;20.6;0;5;0;0
1968-10;25.3;1968-10-14;16.5;0;1;0;0
1968-11;20.8;1968-11-01;9.3;1;0;0;0
1968-12;11.6;1968-12-19;0.5;15;0;0;0
1969-01;10.2;1969-01-31;-0.9;17;0;0;0
1969-02;12.3;1969-02-02;2.2;8;0;0;0
1969-03;17.3;1969-03-14;6.7;0;0;0;0
1969-04;26.8;1969-04-28;15.9;0;3;0;0
1969-05;31.2;1969-05-14;23.9;0;16;2;0
1969-06;28.3;1969-06-18;22.6;0;8;0;0
1969-07;31.9;1969-07-27;25.9;0;22;4;0
1969-08;30.2;1969-08-14;23.9;0;12;1;0
1969-09;27.6;1969-09-03;22.2;0;4;0;0
1969-10;21.6;1969-10-01;17.5;0;0;0;0
1969-11;22.8;1969-11-13;13.4;0;0;0;0
1969-12;1.8;1969-12-11;-1.5;24;0;0;0
1970-01;8.3;1970-01-27;0.7;14;0;0;0
1970-02;12.7;1970-02-09;3.5;7;0;0;0
1970-03;18.5;1970-03-25;8.4;1;0;0;0
1970-04;24.9;1970-04-20;15.5;0;0;0;0
1970-05;24.7;1970-05-10;18.9;0;0;0;0
1970-06;31.0;1970-06-23;25.8;0;19;2;0
1970-07;32.1;1970-07-23;25.6;0;20;7;0
1970-08;32.0;1970-08-07;25.7;0;18;4;0
1970-09;30.2;1970-09-11;21.6;0;7;2;0
1970-10;24.7;1970-10-09;15.7;0;0;0;0
1970-11;21.1;1970-11-03;12.2;0;0;0;0
1970-12;13.7;1970-12-01;2.7;7;0;0;0
1971-01;11.5;1971-01-31;2.1;16;0;0;0
1971-02;12.8;1971-02-01;6.9;2;0;0;0
1971-03;21.4;1971-03-21;6.7;8;0;0;0
1971-04;24.7;1971-04-23;17.4;0;0;0;0
1971-05;29.2;1971-05-19;23.2;0;14;0;0
1971-06;27.6;1971-06-15;23.8;0;11;0;0
1971-07;31.8;1971-07-13;26.8;0;21;9;0
1971-08;35.7;1971-08-07;28.3;0;27;12;1
1971-09;26.2;1971-09-05;20.2;0;1;0;0
1971-10;23.1;1971-10-23;16.4;0;0;0;0
1971-11;20.4;1971-11-06;9.0;4;0;0;0
1971-12;12.2;1971-12-23;5.0;3;0;0;0
1972-01;5.9;1972-01-08;0.8;10;0;0;0
1972-02;13.0;1972-02-20;6.8;3;0;0;0
1972-03;21.2;1972-03-09;14.0;0;0;0;0
1972-04;23.2;1972-04-08;16.3;0;0;0;0
1972-05;27.0;1972-05-26;21.1;0;6;0;0
1972-06;28.7;1972-06-22;25.4;0;20;0;0
1972-07;31.9;1972-07-09;25.7;0;20;2;0
1972-08;32.3;1972-08-16;23.8;0;13;4;0
1972-09;26.1;1972-09-08;18.6;0;1;0;0
1972-10;23.3;1972-10-13;13.4;0;0;0;0
1972-11;17.6;1972-11-07;10.4;0;0;0;0
1972-12;14.4;1972-12-04;3.5;9;0;0;0
1973-01;5.4;1973-01-31;1.1;8;0;0;0
1973-02;12.4;1973-02-09;5.2;0;0;0;0
1973-03;18.6;1973-03-27;9.4;0;0;0;0
1973-04;22.7;1973-04-10;13.5;0;0;0;0
1973-05;28.1;1973-05-06;21.8;0;5;0;0
1973-06;29.6;1973-06-29;23.5;0;10;0;0
1973-07;34.0;1973-07-17;26.6;0;22;4;0
1973-08;31.5;1973-08-07;26.4;0;24;5;0
1973-09;31.4;1973-09-05;23.5;0;12;6;0
1973-10;23.1;1973-10-17;15.4;0;0;0;0
1973-11;19.9;1973-11-06;8.5;3;0;0;0
1973-12;8.7;1973-12-24;2.8;9;0;0;0
1974-01;9.6;1974-01-20;3.1;4;0;0;0
1974-02;15.1;1974-02-12;9.7;0;0;0;0
1974-03;23.6;1974-03-22;12.3;0;0;0;0
1974-04;23.0;1974-04-28;15.2;0;0;0;0
1974-05;25.4;1974-05-30;18.7;0;2;0;0
1974-06;29.3;1974-06-27;22.1;0;8;0;0
1974-07;33.1;1974-07-14;25.9;0;18;7;0
1974-08;34.2;1974-08-04;27.5;0;21;12;0
1974-09;28.3;1974-09-03;21.5;0;5;0;0
1974-10;15.8;1974-10-11;10.7;0;0;0;0
1974-11;18.9;1974-11-16;9.6;0;0;0;0
1974-12;12.7;1974-12-29;6.2;1;0;0;0
1975-01;14.3;1975-01-18;7.4;0;0;0;0
1975-02;12.7;1975-02-13;5.6;0;0;0;0
1975-03;20.9;1975-03-09;13.4;0;0;0;0
1975-04;24.9;1975-04-06;15.5;0;0;0;0
1975-05;27.4;1975-05-18;22.1;0;8;0;0
1975-06;28.8;1975-06-24;22.6;0;11;0;0
1975-07;29.6;1975-07-18;25.9;0;23;0;0
1975-08;29.9;1975-08-11;24.7;0;14;0;0
1975-09;28.9;1975-09-17;24.4;0;18;0;0
1975-10;26.0;1975-10-01;14.6;0;1;0;0
1975-11;12.2;1975-11-19;6.3;1;0;0;0
1975-12;8.2;1975-12-28;3.7;7;0;0;0
1976-01;10.4;1976-01-23;3.8;9;0;0;0
1976-02;13.2;1976-02-29;2.9;8;0;0;0
1976-03;16.2;1976-03-01;6.6;7;0;0;0
1976-04;23.0;1976-04-03;16.2;0;0;0;0
1976-05;25.0;1976-05-07;20.6;0;1;0;0
1976-06;29.6;1976-06-29;23.2;0;14;0;0
1976-07;33.2;1976-07-20;27.3;0;24;7;0
1976-08;27.4;1976-08-29;23.1;0;6;0;0
1976-09;26.2;1976-09-13;19.6;0;3;0;0
1976-10;27.6;1976-10-03;16.1;0;1;0;0
1976-11;19.0;1976-11-05;10.3;0;0;0;0
1976-12;12.4;1976-12-02;3.2;11;0;0;0
1977-01;12.6;1977-01-26;3.4;5;0;0;0
1977-02;16.5;1977-02-20;8.8;3;0;0;0
1977-03;26.4;1977-03-24;14.6;0;2;0;0
1977-04;27.4;1977-04-29;14.5;0;2;0;0
1977-05;30.2;1977-05-04;21.7;0;7;1;0
1977-06;32.1;1977-06-14;24.8;0;13;5;0
1977-07;29.5;1977-07-08;25.1;0;19;0;0
1977-08;29.7;1977-08-08;25.6;0;20;0;0
1977-09;28.4;1977-09-05;19.9;0;11;0;0
1977-10;24.6;1977-10-08;17.5;0;0;0;0
1977-11;20.7;1977-11-11;9.6;2;0;0;0
1977-12;8.2;1977-12-25;0.5;16;0;0;0
1978-01;8.8;1978-01-03;2.8;5;0;0;0
1978-02;14.2;1978-02-26;3.7;7;0;0;0
1978-03;20.5;1978-03-30;12.0;0;0;0;0
1978-04;22.0;1978-04-30;14.2;0;0;0;0
1978-05;23.7;1978-05-31;18.2;0;0;0;0
1978-06;28.9;1978-06-08;23.7;0;13;0;0
1978-07;31.6;1978-07-18;25.4;0;18;1;0
1978-08;32.2;1978-08-07;25.8;0;17;5;0
1978-09;30.2;1978-09-11;21.4;0;4;1;0
1978-10;23.7;1978-10-04;16.7;0;0;0;0
1978-11;14.2;1978-11-01;3.2;4;0;0;0
1978-12;13.0;1978-12-29;4.3;7;0;0;0
1979-01;14.0;1979-01-28;0.9;15;0;0;0
1979-02;9.8;1979-02-02;4.9;2;0;0;0
1979-03;21.0;1979-03-15;13.9;0;0;0;0
1979-04;21.6;1979-04-15;15.1;0;0;0;0
1979-05;31.5;1979-05-20;22.8;0;13;2;0
1979-06;31.2;1979-06-03;26.7;0;23;9;0
1979-07;30.2;1979-07-31;23.5;0;10;1;0
1979-08;33.5;1979-08-03;24.8;0;14;4;0
1979-09;28.2;1979-09-21;22.6;0;12;0;0
1979-10;26.2;1979-10-17;15.2;0;3;0;0
1979-11;16.4;1979-11-08;8.7;0;0;0;0
1979-12;14.2;1979-12-07;7.4;0;0;0;0
1980-01;8.7;1980-01-31;-1.0;22;0;0;0
1980-02;12.1;1980-02-06;5.5;2;0;0;0
1980-03;22.0;1980-03-29;9.8;0;0;0;0
1980-04;21.2;1980-04-17;12.6;0;0;0;0
1980-05;24.0;1980-05-27;17.8;0;0;0;0
1980-06;30.0;1980-06-14;23.3;0;9;1;0
1980-07;31.1;1980-07-16;24.3;0;14;1;0
1980-08;31.9;1980-08-05;25.3;0;18;5;0
1980-09;26.1;1980-09-13;21.3;0;4;0;0
1980-10;23.8;1980-10-07;16.1;0;0;0;0
1980-11;15.8;1980-11-17;7.9;1;0;0;0
1980-12;12.1;1980-12-25;2.9;8;0;0;0
1981-01;8.7;1981-01-04;1.1;10;0;0;0
1981-02;12.4;1981-02-09;4.1;4;0;0;0
1981-03;23.0;1981-03-26;14.0;0;0;0;0
1981-04;23.1;1981-04-09;16.6;0;0;0;0
1981-05;29.6;1981-05-31;21.1;0;5;0;0
1981-06;31.5;1981-06-29;25.0;0;15;4;0
1981-07;31.7;1981-07-18;26.0;0;21;3;0
1981-08;35.8;1981-08-03;26.4;0;18;7;1
1981-09;30.2;1981-09-22;22.6;0;7;1;0
1981-10;24.6;1981-10-06;17.6;0;0;0;0
1981-11;19.4;1981-11-02;8.5;0;0;0;0
1981-12;12.0;1981-12-31;3.0;6;0;0;0
1982-01;12.2;1982-01-06;0.0;21;0;0;0
1982-02;8.8;1982-02-08;2.4;7;0;0;0
1982-03;19.0;1982-03-27;10.2;0;0;0;0
1982-04;20.5;1982-04-08;12.4;0;0;0;0
1982-05;27.2;1982-05-28;21.5;0;7;0;0
1982-06;32.0;1982-06-26;25.4;0;19;1;0
1982-07;32.2;1982-07-21;26.5;0;22;6;0
