#datum;m_txx;m_txxd;m_txa;m_dtx0;m_dtx25;m_dtx30;m_dtx35
1946-10;19.4;1946-10-02;11.4;0;0;0;0
1946-11;21.2;1946-11-01;9.7;0;0;0;0
1946-12;13.0;1946-12-06;2.9;9;0;0;0
1947-01;2.5;1947-01-15;-4.4;27;0;0;0
1947-02;8.7;1947-02-23;1.3;11;0;0;0
1947-03;24.0;1947-03-30;11.9;0;0;0;0
1947-04;27.8;1947-04-28;19.6;0;5;0;0
1947-05;29.5;1947-05-31;25.1;0;21;0;0
1947-06;35.5;1947-06-29;27.7;0;20;12;2
1947-07;37.5;1947-07-08;29.1;0;28;13;3
1947-08;36.7;1947-08-06;27.4;0;26;7;2
1947-09;33.8;1947-09-15;27.4;0;20;9;0
1947-10;25.0;1947-10-07;15.5;0;1;0;0
1947-11;17.5;1947-11-02;9.7;0;0;0;0
1947-12;12.5;1947-12-02;4.1;5;0;0;0
1948-01;12.5;1948-01-26;6.8;3;0;0;0
1948-02;11.0;1948-02-01;4.2;4;0;0;0
1948-03;20.0;1948-03-22;12.4;0;0;0;0
1948-04;26.0;1948-04-21;20.5;0;6;0;0
1948-05;31.1;1948-05-14;24.5;0;19;1;0
1948-06;32.0;1948-06-20;24.5;0;13;3;0
1948-07;33.5;1948-07-23;26.6;0;17;9;0
1948-08;37.8;1948-08-10;27.5;0;22;11;2
1948-09;33.5;1948-09-06;24.7;0;16;4;0
1948-10;23.6;1948-10-03;17.0;0;0;0;0
1948-11;16.5;1948-11-05;5.3;7;0;0;0
1948-12;6.8;1948-12-13;-1.7;26;0;0;0
1949-01;12.2;1949-01-03;3.4;7;0;0;0
1949-02;11.5;1949-02-19;5.0;6;0;0;0
1949-03;21.4;1949-03-28;8.2;4;0;0;0
1949-04;28.6;1949-04-26;18.3;0;2;0;0
1949-05;31.0;1949-05-31;23.6;0;12;2;0
1949-06;32.4;1949-06-02;23.1;0;8;4;0
1949-07;34.7;1949-07-15;26.1;0;23;6;0
1949-08;33.2;1949-08-10;25.4;0;19;5;0
1949-09;28.6;1949-09-03;23.4;0;10;0;0
1949-10;23.2;1949-10-26;18.5;0;0;0;0
1949-11;18.2;1949-11-06;10.9;0;0;0;0
1949-12;12.5;1949-12-09;5.7;1;0;0;0
1950-01;5.5;1950-01-08;-1.2;21;0;0;0
1950-02;14.0;1950-02-26;4.6;5;0;0;0
1950-03;19.0;1950-03-30;12.0;0;0;0;0
1950-04;30.4;1950-04-21;17.9;0;4;1;0
1950-05;32.1;1950-05-26;24.7;0;12;5;0
1950-06;33.0;1950-06-30;27.2;0;26;3;0
1950-07;38.5;1950-07-01;29.5;0;28;12;4
1950-08;36.0;1950-08-28;28.4;0;27;9;3
1950-09;32.5;1950-09-16;23.5;0;10;4;0
1950-10;24.4;1950-10-01;15.3;0;0;0;0
1950-11;15.2;1950-11-12;8.7;0;0;0;0
1950-12;14.6;1950-12-08;6.3;4;0;0;0
1951-01;13.2;1951-01-13;5.0;3;0;0;0
1951-02;16.8;1951-02-07;8.4;0;0;0;0
1951-03;20.0;1951-03-31;10.9;0;0;0;0
1951-04;23.2;1951-04-30;16.8;0;0;0;0
1951-05;29.0;1951-05-28;20.9;0;5;0;0
1951-06;32.2;1951-06-19;25.8;0;13;6;0
1951-07;35.0;1951-07-16;27.0;0;22;9;1
1951-08;35.2;1951-08-09;27.6;0;25;8;1
1951-09;30.8;1951-09-07;24.4;0;15;4;0
1951-10;19.6;1951-10-23;15.6;0;0;0;0
1951-11;21.4;1951-11-10;12.6;0;0;0;0
1951-12;10.2;1951-12-06;3.5;7;0;0;0
1952-01;7.0;1952-01-28;2.8;3;0;0;0
1952-02;9.1;1952-02-23;2.2;6;0;0;0
1952-03;16.4;1952-03-30;6.2;3;0;0;0
1952-04;26.5;1952-04-23;20.2;0;8;0;0
1952-05;27.3;1952-05-02;20.3;0;8;0;0
1952-06;31.6;1952-06-19;25.2;0;16;4;0
1952-07;36.6;1952-07-15;29.5;0;28;14;1
1952-08;39.0;1952-08-16;30.8;0;28;19;4
1952-09;32.1;1952-09-06;21.5;0;7;2;0
1952-10;25.5;1952-10-01;14.6;0;1;0;0
1952-11;16.1;1952-11-19;7.7;0;0;0;0
1952-12;10.9;1952-12-15;3.7;6;0;0;0
1953-01;14.1;1953-01-01;2.9;7;0;0;0
1953-02;12.6;1953-02-23;3.2;7;0;0;0
1953-03;22.9;1953-03-30;10.6;1;0;0;0
1953-04;23.7;1953-04-27;18.0;0;0;0;0
1953-05;31.0;1953-05-25;20.5;0;8;1;0
1953-06;30.6;1953-06-23;25.5;0;19;2;0
1953-07;32.3;1953-07-10;28.6;0;30;10;0
1953-08;32.3;1953-08-22;25.7;0;21;5;0
1953-09;29.3;1953-09-29;23.2;0;14;0;0
1953-10;27.0;1953-10-17;18.8;0;6;0;0
1953-11;12.4;1953-11-03;6.5;0;0;0;0
1953-12;13.0;1953-12-01;3.0;11;0;0;0
1954-01;5.8;1954-01-21;-4.7;25;0;0;0
1954-02;4.0;1954-02-28;-1.8;18;0;0;0
1954-03;16.4;1954-03-05;11.7;0;0;0;0
1954-04;21.0;1954-04-06;12.4;0;0;0;0
1954-05;26.5;1954-05-31;21.4;0;7;0;0
1954-06;31.5;1954-06-21;26.2;0;20;5;0
1954-07;31.1;1954-07-01;25.5;0;15;4;0
1954-08;35.6;1954-08-15;27.2;0;21;9;1
1954-09;31.5;1954-09-15;25.1;0;19;6;0
1954-10;23.5;1954-10-19;15.1;0;0;0;0
1954-11;20.1;1954-11-06;7.9;3;0;0;0
1954-12;13.2;1954-12-12;5.5;3;0;0;0
1955-01;9.0;1955-01-17;1.8;9;0;0;0
1955-02;14.1;1955-02-18;4.8;7;0;0;0
1955-03;20.9;1955-03-26;8.0;2;0;0;0
1955-04;25.2;1955-04-30;12.7;0;1;0;0
1955-05;28.5;1955-05-02;21.4;0;7;0;0
1955-06;30.7;1955-06-08;23.7;0;14;1;0
1955-07;31.6;1955-07-20;25.7;0;20;2;0
1955-08;29.4;1955-08-23;25.2;0;20;0;0
1955-09;28.3;1955-09-04;22.8;0;13;0;0
1955-10;23.8;1955-10-11;17.3;0;0;0;0
1955-11;15.1;1955-11-10;8.0;1;0;0;0
1955-12;10.2;1955-12-08;4.9;0;0;0;0
1956-01;12.1;1956-01-22;4.4;4;0;0;0
1956-02;7.1;1956-02-19;-3.7;22;0;0;0
1956-03;17.8;1956-03-31;5.7;4;0;0;0
1956-04;26.5;1956-04-17;16.1;0;1;0;0
1956-05;25.0;1956-05-31;20.8;0;1;0;0
1956-06;29.8;1956-06-07;24.3;0;15;0;0
1956-07;33.1;1956-07-30;27.0;0;24;2;0
1956-08;34.8;1956-08-28;28.1;0;25;10;0
1956-09;32.7;1956-09-03;24.3;0;11;3;0
1956-10;28.1;1956-10-03;16.8;0;3;0;0
1956-11;15.0;1956-11-13;4.3;4;0;0;0
1956-12;11.0;1956-12-17;2.2;12;0;0;0
1957-01;5.2;1957-01-02;-0.4;16;0;0;0
1957-02;14.3;1957-02-18;7.0;1;0;0;0
1957-03;23.3;1957-03-21;12.2;0;0;0;0
1957-04;27.7;1957-04-30;17.9;0;3;0;0
1957-05;26.7;1957-05-18;18.0;0;6;0;0
1957-06;33.6;1957-06-12;26.7;0;20;6;0
1957-07;35.2;1957-07-06;27.6;0;22;9;2
1957-08;36.0;1957-08-14;26.3;0;17;7;2
1957-09;29.1;1957-09-09;21.9;0;8;0;0
1957-10;22.6;1957-10-20;17.5;0;0;0;0
1957-11;20.0;1957-11-02;10.7;0;0;0;0
1957-12;17.4;1957-12-13;2.6;10;0;0;0
1958-01;7.2;1958-01-13;0.7;15;0;0;0
1958-02;18.0;1958-02-27;6.4;3;0;0;0
1958-03;18.2;1958-03-30;5.7;0;0;0;0
1958-04;19.6;1958-04-27;12.3;0;0;0;0
1958-05;32.7;1958-05-12;26.2;0;19;9;0
1958-06;29.4;1958-06-03;23.4;0;10;0;0
1958-07;35.0;1958-07-17;27.5;0;23;9;1
1958-08;34.2;1958-08-02;26.6;0;22;5;0
1958-09;28.6;1958-09-08;22.8;0;8;0;0
1958-10;25.6;1958-10-07;16.8;0;1;0;0
1958-11;17.8;1958-11-11;9.4;0;0;0;0
1958-12;15.3;1958-12-20;6.8;5;0;0;0
1959-01;7.6;1959-01-01;1.8;9;0;0;0
1959-02;11.3;1959-02-27;1.0;14;0;0;0
1959-03;20.6;1959-03-24;13.8;0;0;0;0
1959-04;22.4;1959-04-17;16.6;0;0;0;0
1959-05;27.0;1959-05-20;21.5;0;7;0;0
1959-06;28.7;1959-06-08;24.2;0;15;0;0
1959-07;35.8;1959-07-12;28.3;0;27;9;1
1959-08;30.9;1959-08-25;26.2;0;19;3;0
1959-09;26.0;1959-09-13;20.6;0;2;0;0
1959-10;23.0;1959-10-28;16.5;0;0;0;0
1959-11;14.8;1959-11-13;9.1;0;0;0;0
1959-12;16.7;1959-12-03;6.7;2;0;0;0
1960-01;9.1;1960-01-28;0.8;13;0;0;0
1960-02;12.2;1960-02-13;3.6;8;0;0;0
1960-03;18.6;1960-03-28;11.6;0;0;0;0
1960-04;23.1;1960-04-14;15.9;0;0;0;0
1960-05;29.2;1960-05-19;20.4;0;4;0;0
1960-06;29.4;1960-06-15;25.2;0;18;0;0
1960-07;33.3;1960-07-20;26.0;0;19;8;0
1960-08;29.4;1960-08-01;25.7;0;18;0;0
1960-09;28.0;1960-09-05;20.5;0;6;0;0
1960-10;23.5;1960-10-29;17.5;0;0;0;0
1960-11;18.7;1960-11-05;10.5;0;0;0;0
1960-12;14.7;1960-12-09;7.7;0;0;0;0
1961-01;11.8;1961-01-04;1.1;15;0;0;0
1961-02;8.4;1961-02-21;3.4;1;0;0;0
1961-03;19.8;1961-03-18;12.7;0;0;0;0
1961-04;26.2;1961-04-15;19.8;0;3;0;0
1961-05;25.4;1961-05-28;19.8;0;1;0;0
1961-06;33.3;1961-06-27;26.2;0;17;4;0
1961-07;32.6;1961-07-04;26.2;0;21;5;0
1961-08;35.8;1961-08-11;26.6;0;18;7;3
1961-09;30.9;1961-09-19;25.3;0;14;4;0
1961-10;27.5;1961-10-19;19.7;0;2;0;0
1961-11;18.9;1961-11-04;10.7;0;0;0;0
1961-12;13.9;1961-12-04;1.8;13;0;0;0
1962-01;7.7;1962-01-22;2.2;8;0;0;0
1962-02;5.4;1962-02-13;1.8;5;0;0;0
1962-03;18.6;1962-03-05;5.0;6;0;0;0
1962-04;26.8;1962-04-22;18.2;0;6;0;0
1962-05;28.0;1962-05-28;21.7;0;10;0;0
1962-06;33.4;1962-06-25;23.6;0;14;6;0
1962-07;33.7;1962-07-27;24.6;0;15;2;0
1962-08;33.8;1962-08-07;29.1;0;26;14;0
1962-09;32.3;1962-09-05;22.6;0;9;3;0
1962-10;24.6;1962-10-03;18.3;0;0;0;0
1962-11;19.8;1962-11-01;10.4;0;0;0;0
1962-12;5.4;1962-12-13;-0.3;17;0;0;0
1963-01;5.6;1963-01-06;-5.0;24;0;0;0
1963-02;3.4;1963-02-20;-0.4;13;0;0;0
1963-03;14.7;1963-03-27;6.7;3;0;0;0
1963-04;25.4;1963-04-22;18.3;0;4;0;0
1963-05;29.3;1963-05-26;23.5;0;14;0;0
1963-06;33.4;1963-06-28;25.7;0;17;4;0
1963-07;34.3;1963-07-26;29.1;0;29;12;0
1963-08;34.4;1963-08-06;28.2;0;22;12;0
1963-09;28.6;1963-09-03;23.5;0;13;0;0
1963-10;27.4;1963-10-04;16.3;0;2;0;0
1963-11;22.4;1963-11-16;14.5;0;0;0;0
1963-12;6.6;1963-12-01;-1.6;22;0;0;0
1964-01;2.0;1964-01-03;-6.7;28;0;0;0
1964-02;5.4;1964-02-17;1.1;9;0;0;0
1964-03;19.3;1964-03-27;5.9;1;0;0;0
1964-04;24.4;1964-04-21;17.1;0;0;0;0
1964-05;26.9;1964-05-29;20.5;0;4;0;0
1964-06;31.4;1964-06-15;29.2;0;28;16;0
1964-07;34.4;1964-07-22;27.4;0;21;10;0
1964-08;34.0;1964-08-01;26.1;0;19;5;0
1964-09;28.8;1964-09-06;21.7;0;6;0;0
1964-10;22.7;1964-10-13;16.3;0;0;0;0
1964-11;15.7;1964-11-30;9.8;0;0;0;0
1964-12;9.8;1964-12-01;2.5;7;0;0;0
1965-01;11.3;1965-01-31;2.2;2;0;0;0
1965-02;8.9;1965-02-01;-1.0;19;0;0;0
1965-03;15.6;1965-03-19;9.7;0;0;0;0
1965-04;19.7;1965-04-08;14.1;0;0;0;0
1965-05;28.8;1965-05-19;19.2;0;3;0;0
1965-06;32.4;1965-06-26;23.7;0;12;3;0
1965-07;30.6;1965-07-16;25.5;0;19;2;0
1965-08;32.1;1965-08-08;23.7;0;12;3;0
1965-09;28.1;1965-09-03;23.2;0;10;0;0
1965-10;26.3;1965-10-01;16.4;0;3;0;0
1965-11;14.4;1965-11-01;5.9;5;0;0;0
1965-12;11.4;1965-12-10;4.0;4;0;0;0
1966-01;5.0;1966-01-03;-2.1;25;0;0;0
1966-02;16.8;1966-02-28;8.2;2;0;0;0
1966-03;13.5;1966-03-23;9.3;0;0;0;0
1966-04;26.3;1966-04-28;18.4;0;2;0;0
1966-05;27.7;1966-05-08;21.5;0;6;0;0
1966-06;30.0;1966-06-17;24.2;0;15;1;0
1966-07;30.8;1966-07-18;26.0;0;21;3;0
1966-08;32.8;1966-08-19;25.0;0;19;3;0
1966-09;26.8;1966-09-13;21.4;0;4;0;0
1966-10;26.4;1966-10-05;20.2;0;7;0;0
1966-11;18.4;1966-11-04;8.3;2;0;0;0
1966-12;12.9;1966-12-03;3.3;3;0;0;0
1967-01;5.1;1967-01-27;-0.8;18;0;0;0
1967-02;12.4;1967-02-27;3.2;8;0;0;0
1967-03;17.7;1967-03-11;11.3;0;0;0;0
1967-04;24.6;1967-04-10;15.3;0;0;0;0
1967-05;26.4;1967-05-13;21.6;0;6;0;0
1967-06;33.2;1967-06-27;24.7;0;14;5;0
1967-07;32.7;1967-07-23;28.8;0;29;12;0
1967-08;33.2;1967-08-03;26.6;0;21;6;0
1967-09;30.3;1967-09-07;24.1;0;14;1;0
1967-10;24.4;1967-10-03;19.2;0;0;0;0
1967-11;19.8;1967-11-06;9.8;0;0;0;0
1967-12;7.5;1967-12-25;1.9;11;0;0;0
1968-01;4.8;1968-01-19;-0.5;14;0;0;0
1968-02;14.8;1968-02-25;6.4;0;0;0;0
1968-03;23.8;1968-03-31;11.3;0;0;0;0
1968-04;28.6;1968-04-26;19.9;0;7;0;0
1968-05;33.4;1968-05-12;23.5;0;12;3;0
1968-06;34.0;1968-06-18;27.8;0;24;8;0
1968-07;35.6;1968-07-08;26.7;0;17;9;1
1968-08;29.0;1968-08-17;24.7;0;15;0;0
1968-09;31.4;1968-09-16;21.6;0;9;1;0
1968-10;23.7;1968-10-15;16.6;0;0;0;0
1968-11;21.4;1968-11-04;10.8;2;0;0;0
1968-12;10.4;1968-12-19;0.9;14;0;0;0
1969-01;8.7;1969-01-16;-0.8;19;0;0;0
1969-02;9.6;1969-02-16;3.3;5;0;0;0
1969-03;17.4;1969-03-14;7.9;0;0;0;0
1969-04;27.2;1969-04-30;15.6;0;4;0;0
1969-05;31.0;1969-05-15;24.3;0;16;2;0
1969-06;28.6;1969-06-19;23.3;0;9;0;0
1969-07;31.1;1969-07-27;26.1;0;21;3;0
1969-08;31.8;1969-08-14;25.0;0;14;3;0
1969-09;26.6;1969-09-03;22.6;0;8;0;0
1969-10;22.3;1969-10-13;17.1;0;0;0;0
1969-11;21.4;1969-11-14;12.4;0;0;0;0
1969-12;6.6;1969-12-10;-0.2;16;0;0;0
1970-01;9.7;1970-01-15;1.6;13;0;0;0
1970-02;10.2;1970-02-06;2.3;9;0;0;0
1970-03;17.3;1970-03-25;8.5;2;0;0;0
1970-04;25.3;1970-04-26;16.0;0;1;0;0
1970-05;25.3;1970-05-08;19.3;0;1;0;0
1970-06;30.2;1970-06-23;24.2;0;14;1;0
1970-07;31.0;1970-07-24;26.1;0;19;6;0
1970-08;30.6;1970-08-03;25.6;0;18;3;0
1970-09;29.3;1970-09-11;20.5;0;8;0;0
1970-10;25.4;1970-10-09;14.7;0;1;0;0
1970-11;17.4;1970-11-01;10.6;0;0;0;0
1970-12;10.4;1970-12-30;2.8;4;0;0;0
1971-01;13.7;1971-01-31;2.3;13;0;0;0
1971-02;12.4;1971-02-01;5.3;2;0;0;0
1971-03;20.8;1971-03-21;8.1;8;0;0;0
1971-04;22.6;1971-04-23;16.8;0;0;0;0
1971-05;29.0;1971-05-21;24.3;0;19;0;0
1971-06;28.0;1971-06-02;23.8;0;11;0;0
1971-07;33.0;1971-07-28;26.4;0;20;4;0
1971-08;34.4;1971-08-07;28.6;0;26;14;0
1971-09;26.1;1971-09-05;19.7;0;1;0;0
1971-10;22.8;1971-10-10;15.1;0;0;0;0
1971-11;19.4;1971-11-10;7.7;2;0;0;0
1971-12;8.1;1971-12-23;4.1;3;0;0;0
1972-01;12.0;1972-01-31;2.2;9;0;0;0
1972-02;15.3;1972-02-12;8.4;1;0;0;0
1972-03;20.6;1972-03-31;14.4;0;0;0;0
1972-04;25.2;1972-04-12;18.4;0;1;0;0
1972-05;28.7;1972-05-16;21.7;0;6;0;0
1972-06;31.1;1972-06-12;26.0;0;21;2;0
1972-07;33.7;1972-07-15;28.7;0;26;14;0
1972-08;34.7;1972-08-16;24.8;0;13;7;0
1972-09;27.4;1972-09-09;19.3;0;7;0;0
1972-10;18.7;1972-10-06;13.6;0;0;0;0
1972-11;16.4;1972-11-09;8.6;0;0;0;0
1972-12;13.8;1972-12-03;4.6;3;0;0;0
1973-01;7.2;1973-01-01;2.3;8;0;0;0
1973-02;10.2;1973-02-15;5.4;1;0;0;0
1973-03;21.6;1973-03-25;11.2;0;0;0;0
1973-04;25.6;1973-04-10;15.4;0;1;0;0
1973-05;31.4;1973-05-06;22.1;0;10;1;0
1973-06;30.6;1973-06-29;24.1;0;12;2;0
1973-07;32.2;1973-07-17;25.9;0;21;2;0
1973-08;32.4;1973-08-07;26.9;0;23;5;0
1973-09;31.5;1973-09-06;24.5;0;13;4;0
1973-10;25.8;1973-10-02;15.9;0;1;0;0
1973-11;15.4;1973-11-06;6.5;2;0;0;0
1973-12;10.2;1973-12-23;2.2;8;0;0;0
1974-01;7.4;1974-01-30;2.0;9;0;0;0
1974-02;18.0;1974-02-17;10.2;0;0;0;0
1974-03;26.4;1974-03-22;15.5;0;3;0;0
1974-04;23.4;1974-04-30;16.0;0;0;0;0
1974-05;26.8;1974-05-31;19.3;0;3;0;0
1974-06;28.7;1974-06-27;22.0;0;6;0;0
1974-07;31.7;1974-07-14;24.7;0;11;5;0
1974-08;33.4;1974-08-18;28.0;0;24;12;0
1974-09;28.0;1974-09-10;23.4;0;10;0;0
1974-10;19.1;1974-10-08;11.3;0;0;0;0
1974-11;16.2;1974-11-18;8.9;0;0;0;0
1974-12;12.6;1974-12-29;4.1;0;0;0;0
1975-01;11.6;1975-01-19;4.7;2;0;0;0
1975-02;11.0;1975-02-13;4.0;4;0;0;0
1975-03;24.1;1975-03-31;14.7;0;0;0;0
1975-04;23.0;1975-04-07;15.5;0;0;0;0
1975-05;29.0;1975-05-19;23.5;0;11;0;0
1975-06;31.1;1975-06-23;24.9;0;18;3;0
1975-07;30.4;1975-07-15;26.7;0;25;2;0
1975-08;30.1;1975-08-12;25.8;0;20;1;0
1975-09;28.9;1975-09-03;24.8;0;20;0;0
1975-10;27.1;1975-10-01;15.9;0;2;0;0
1975-11;15.5;1975-11-18;7.1;1;0;0;0
1975-12;8.9;1975-12-01;2.6;4;0;0;0
1976-01;9.3;1976-01-12;1.2;15;0;0;0
1976-02;9.6;1976-02-21;2.7;8;0;0;0
1976-03;15.7;1976-03-30;6.6;3;0;0;0
1976-04;24.2;1976-04-05;17.6;0;0;0;0
1976-05;25.7;1976-05-20;21.4;0;4;0;0
1976-06;31.3;1976-06-29;24.0;0;14;2;0
1976-07;33.5;1976-07-21;27.9;0;26;8;0
1976-08;27.8;1976-08-30;23.9;0;10;0;0
1976-09;28.3;1976-09-14;20.4;0;3;0;0
1976-10;26.2;1976-10-03;16.8;0;2;0;0
1976-11;20.3;1976-11-05;10.5;1;0;0;0
1976-12;11.2;1976-12-02;3.0;11;0;0;0
1977-01;9.6;1977-01-29;2.8;10;0;0;0
1977-02;17.0;1977-02-25;7.7;1;0;0;0
1977-03;23.3;1977-03-24;13.4;0;0;0;0
1977-04;26.1;1977-04-30;14.1;0;2;0;0
1977-05;30.6;1977-05-20;22.2;0;8;1;0
1977-06;31.6;1977-06-14;25.4;0;19;3;0
1977-07;30.9;1977-07-31;26.1;0;22;1;0
1977-08;30.1;1977-08-10;23.8;0;11;1;0
1977-09;29.5;1977-09-07;19.3;0;9;0;0
1977-10;25.0;1977-10-08;17.8;0;1;0;0
1977-11;16.8;1977-11-04;7.9;2;0;0;0
1977-12;4.3;1977-12-26;-0.8;17;0;0;0
1978-01;9.7;1978-01-13;2.2;7;0;0;0
1978-02;15.4;1978-02-26;3.4;7;0;0;0
1978-03;19.7;1978-03-30;11.2;0;0;0;0
1978-04;22.2;1978-04-13;15.2;0;0;0;0
1978-05;25.7;1978-05-22;18.6;0;2;0;0
1978-06;27.8;1978-06-08;22.9;0;10;0;0
1978-07;28.7;1978-07-05;24.1;0;13;0;0
1978-08;31.7;1978-08-08;24.5;0;14;2;0
1978-09;26.2;1978-09-11;19.3;0;4;0;0
1978-10;26.7;1978-10-03;16.2;0;2;0;0
1978-11;12.4;1978-11-02;3.2;5;0;0;0
1978-12;11.4;1978-12-29;3.4;5;0;0;0
1979-01;10.7;1979-01-29;-0.0;17;0;0;0
1979-02;9.6;1979-02-15;4.9;0;0;0;0
1979-03;18.5;1979-03-16;11.9;0;0;0;0
1979-04;21.1;1979-04-15;14.5;0;0;0;0
1979-05;31.0;1979-05-20;22.9;0;15;3;0
1979-06;32.1;1979-06-02;27.7;0;23;8;0
1979-07;29.5;1979-07-20;23.3;0;8;0;0
1979-08;33.7;1979-08-03;24.2;0;13;4;0
1979-09;28.6;1979-09-22;23.9;0;14;0;0
1979-10;26.6;1979-10-15;15.5;0;3;0;0
1979-11;17.5;1979-11-16;8.0;0;0;0;0
1979-12;11.4;1979-12-01;6.1;2;0;0;0
1980-01;6.1;1980-01-31;-0.9;18;0;0;0
1980-02;8.2;1980-02-06;3.8;4;0;0;0
1980-03;19.7;1980-03-29;9.2;0;0;0;0
1980-04;21.5;1980-04-18;13.9;0;0;0;0
1980-05;25.7;1980-05-28;18.4;0;2;0;0
1980-06;29.9;1980-06-15;23.0;0;9;0;0
1980-07;31.4;1980-07-16;24.1;0;12;1;0
1980-08;31.1;1980-08-05;24.6;0;15;1;0
1980-09;25.9;1980-09-22;20.9;0;1;0;0
1980-10;25.0;1980-10-18;16.2;0;1;0;0
1980-11;15.4;1980-11-17;7.0;0;0;0;0
1980-12;9.0;1980-12-21;1.9;8;0;0;0
1981-01;7.4;1981-01-04;-0.4;17;0;0;0
1981-02;11.3;1981-02-23;3.4;3;0;0;0
1981-03;20.6;1981-03-26;12.8;0;0;0;0
1981-04;22.1;1981-04-13;14.8;0;0;0;0
1981-05;29.5;1981-05-27;21.6;0;3;0;0
1981-06;31.0;1981-06-04;26.0;0;18;4;0
1981-07;32.2;1981-07-19;25.7;0;16;6;0
1981-08;33.1;1981-08-03;25.6;0;19;4;0
1981-09;30.5;1981-09-23;22.7;0;7;1;0
1981-10;25.4;1981-10-06;17.2;0;1;0;0
1981-11;15.3;1981-11-03;6.8;0;0;0;0
1981-12;9.4;1981-12-09;2.6;5;0;0;0
1982-01;9.2;1982-01-06;-2.0;22;0;0;0
1982-02;5.6;1982-02-16;1.2;9;0;0;0
1982-03;18.9;1982-03-28;10.2;0;0;0;0
1982-04;19.5;1982-04-08;13.0;0;0;0;0
1982-05;28.5;1982-05-11;22.8;0;11;0;0
1982-06;30.7;1982-06-03;25.4;0;18;2;0
1982-07;31.6;1982-07-18;26.1;0;17;4;0
1982-08;30.7;1982-08-14;26.7;0;22;5;0
1982-09;31.8;1982-09-07;25.8;0;19;3;0
1982-10;22.5;1982-10-23;16.7;0;0;0;0
1982-11;16.7;1982-11-10;9.5;0;0;0;0
1982-12;13.7;1982-12-18;6.0;2;0;0;0
1983-01;13.0;1983-01-28;4.8;0;0;0;0
1983-02;14.1;1983-02-11;3.9;4;0;0;0
1983-03;22.1;1983-03-25;12.8;0;0;0;0
1983-04;25.7;1983-04-21;18.2;0;2;0;0
1983-05;31.8;1983-05-22;24.1;0;14;5;0
1983-06;31.1;1983-06-04;24.4;0;14;2;0
1983-07;33.2;1983-07-19;28.1;0;27;8;0
1983-08;32.8;1983-08-02;27.2;0;25;2;0
1983-09;31.2;1983-09-11;23.1;0;9;1;0
1983-10;24.7;1983-10-06;16.0;0;0;0;0
1983-11;16.1;1983-11-06;5.3;4;0;0;0
1983-12;12.0;1983-12-19;3.3;11;0;0;0
1984-01;9.5;1984-01-03;2.8;5;0;0;0
1984-02;12.6;1984-02-26;4.3;4;0;0;0
1984-03;20.5;1984-03-29;9.7;0;0;0;0
1984-04;22.9;1984-04-16;17.0;0;0;0;0
1984-05;29.0;1984-05-05;20.9;0;5;0;0
1984-06;28.3;1984-06-21;23.4;0;9;0;0
1984-07;34.3;1984-07-13;24.7;0;13;5;0
1984-08;32.3;1984-08-06;26.0;0;19;5;0
1984-09;31.4;1984-09-06;22.6;0;10;3;0
1984-10;26.0;1984-10-01;17.1;0;1;0;0
1984-11;17.0;1984-11-08;9.4;0;0;0;0
1984-12;6.2;1984-12-01;1.3;13;0;0;0
1985-01;7.6;1985-01-24;-3.0;22;0;0;0
1985-02;8.3;1985-02-02;-3.7;23;0;0;0
1985-03;19.3;1985-03-31;9.3;0;0;0;0
1985-04;22.4;1985-04-05;16.4;0;0;0;0
1985-05;28.7;1985-05-13;21.8;0;10;0;0
1985-06;28.7;1985-06-07;21.3;0;4;0;0
1985-07;33.3;1985-07-29;26.6;0;21;7;0
1985-08;33.6;1985-08-26;27.6;0;24;12;0
1985-09;29.1;1985-09-21;21.5;0;8;0;0
1985-10;26.8;1985-10-05;15.7;0;5;0;0
1985-11;14.2;1985-11-09;7.5;0;0;0;0
1985-12;12.9;1985-12-29;6.4;1;0;0;0
1986-01;8.4;1986-01-23;2.5;9;0;0;0
1986-02;8.0;1986-02-19;1.2;11;0;0;0
1986-03;21.5;1986-03-29;9.6;2;0;0;0
1986-04;27.6;1986-04-26;19.6;0;11;0;0
1986-05;28.8;1986-05-30;24.1;0;13;0;0
1986-06;31.9;1986-06-19;25.0;0;14;7;0
1986-07;31.5;1986-07-05;26.1;0;18;4;0
1986-08;33.3;1986-08-05;28.2;0;25;13;0
1986-09;31.9;1986-09-17;24.3;0;12;2;0
1986-10;25.0;1986-10-03;17.1;0;1;0;0
1986-11;15.0;1986-11-17;9.8;0;0;0;0
1986-12;8.5;1986-12-31;-0.3;19;0;0;0
1987-01;9.0;1987-01-01;-2.2;18;0;0;0
1987-02;13.9;1987-02-20;4.6;4;0;0;0
1987-03;17.1;1987-03-28;5.0;7;0;0;0
1987-04;22.7;1987-04-30;16.2;0;0;0;0
1987-05;25.1;1987-05-01;19.9;0;1;0;0
1987-06;32.7;1987-06-15;25.6;0;17;4;0
1987-07;35.4;1987-07-24;29.7;0;28;15;2
1987-08;29.3;1987-08-25;23.8;0;11;0;0
1987-09;33.4;1987-09-14;25.0;0;17;3;0
1987-10;24.3;1987-10-11;17.1;0;0;0;0
1987-11;17.6;1987-11-26;8.8;0;0;0;0
1987-12;12.4;1987-12-30;3.4;6;0;0;0
1988-01;11.5;1988-01-06;4.8;4;0;0;0
1988-02;12.5;1988-02-07;6.1;2;0;0;0
